Date,Close
08/13/2019,188.29
08/13/2020,272.34
08/13/2021,368.63
08/13/2024,462.58
08/14/2019,182.66
08/14/2020,272.02
08/14/2023,370.16
08/14/2024,462.73
08/15/2019,182.45
08/15/2022,332.89
08/15/2023,366.23
08/15/2024,474.42
08/16/2019,185.38
08/16/2021,368.79
08/16/2022,332.11
08/16/2023,362.35
08/16/2024,475.03
08/17/2020,275.18
08/17/2021,365.54
08/17/2022,328.32
08/17/2023,358.39
08/18/2020,277.82
08/18/2021,362.02
08/18/2022,329.11
08/18/2023,357.94
08/19/2019,188.33
08/19/2020,275.96
08/19/2021,363.77
08/19/2022,322.69
08/19/2024,481.27
08/20/2019,186.87
08/20/2020,279.78
08/20/2021,367.54
08/20/2024,480.26
08/21/2019,188.53
08/21/2020,281.72
08/21/2023,363.71
08/21/2024,482.5
08/22/2019,187.92
08/22/2022,314.2
08/22/2023,363.19
08/22/2024,474.85
08/23/2019,181.97
08/23/2021,373.03
08/23/2022,313.94
08/23/2023,368.92
08/23/2024,480.0
08/24/2020,283.48
08/24/2021,374.17
08/24/2022,314.84
08/24/2023,361.03
08/25/2020,285.71
08/25/2021,374.6
08/25/2022,320.41
08/25/2023,363.83
08/26/2019,184.72
08/26/2020,291.81
08/26/2021,372.22
08/26/2022,307.28
08/26/2024,475.34
08/27/2019,184.33
08/27/2020,290.9
08/27/2021,375.84
08/27/2024,476.76
08/28/2019,184.99
08/28/2020,292.38
08/28/2023,366.57
08/28/2024,471.35
